id 	 q 	 e 	 i 	 peri 	 node 	 TD 	 ep 
1157	0.0055	1.000	145.97	69.51	12.42	20290308.97703	20120815.000
1158	0.0054	1.000	144.28	81.35	355.41	20220805.62742	20120815.000
1159	0.0046	1.000	138.01	83.63	353.92	20230412.09330	20120815.000
1160	0.0059	1.000	143.58	81.93	18.70	20220920.42926	20120815.000
1161	0.0052	1.000	145.29	81.12	5.63	20230507.71779	20120815.000
1162	0.0066	1.000	139.16	75.80	5.02	20291210.38457	20120815.000
1163	0.0056	1.000	145.40	74.02	15.63	20301023.94471	20120815.000
1164	0.0074	1.000	143.32	80.98	35.82	20240130.23152	20120815.000
1165	0.0054	1.000	142.84	87.96	12.77	20250612.68200	20120815.000
1166	0.0046	1.000	145.58	53.61	355.59	20260503.39836	20120815.000
1167	0.0051	1.000	145.61	85.41	354.20	20250204.76198	20120815.000
1168	0.0055	1.000	145.29	81.44	8.93	20261203.10981	20120815.000
1169	0.0072	1.000	138.65	90.69	8.24	20240329.10983	20120815.000
1170	0.0052	1.000	144.51	82.37	4.06	20270619.84707	20120815.000
1171	0.0071	1.000	140.36	65.95	5.57	20220805.95683	20120815.000
1172	0.0052	1.000	131.54	95.08	5.34	20250814.88530	20120815.000
1173	0.0060	1.000	141.58	87.12	346.36	20271005.27731	20120815.000
1174	0.0045	1.000	147.60	79.80	4.95	20260521.99381	20120815.000
1175	0.0078	1.000	142.52	83.14	9.38	20270718.97126	20120815.000
1176	0.0079	1.000	145.43	72.15	1.25	20230312.76667	20120815.000
1177	0.0064	1.000	145.91	88.99	19.79	20271130.38137	20120815.000
1178	0.0051	1.000	143.94	83.53	17.13	20230108.99883	20120815.000
1179	0.0047	1.000	144.40	80.38	8.59	20261114.67043	20120815.000
1180	0.0076	1.000	145.94	68.78	3.99	20300623.59184	20120815.000
1181	0.0047	1.000	144.73	67.92	6.34	20230109.47755	20120815.000
1182	0.0052	1.000	146.55	83.20	346.92	20280919.62958	20120815.000
1183	0.0046	1.000	144.64	80.72	9.74	20301115.37459	20120815.000
1184	0.0053	1.000	143.14	85.50	16.87	20250627.68804	20120815.000
1185	0.0046	1.000	142.33	88.38	3.32	20271214.76008	20120815.000
1186	0.0050	1.000	143.68	88.35	350.31	20270529.90703	20120815.000
1187	0.0067	1.000	145.82	81.62	8.81	20240508.18497	20120815.000
1188	0.0052	1.000	145.02	79.70	5.44	20311003.88999	20120815.000
1189	0.0052	1.000	143.72	87.42	10.65	20291009.32191	20120815.000
1190	0.0054	1.000	142.46	72.84	7.69	20290219.68307	20120815.000
1191	0.0049	1.000	141.83	88.60	6.57	20261028.78247	20120815.000
1192	0.0050	1.000	144.69	53.15	10.70	20220415.02661	20120815.000
1193	0.0059	1.000	144.71	78.51	340.09	20260122.20762	20120815.000
1194	0.0050	1.000	145.10	89.25	6.34	20240622.64417	20120815.000
1195	0.0074	1.000	145.91	87.58	358.56	20300101.45142	20120815.000
1196	0.0082	1.000	144.91	84.17	9.51	20251101.10001	20120815.000
1197	0.0050	1.000	130.68	86.33	1.47	20310628.00753	20120815.000
1198	0.0051	1.000	145.14	74.27	7.27	20281019.80030	20120815.000
1199	0.0072	1.000	145.23	72.29	2.24	20240724.31427	20120815.000
1200	0.0047	1.000	143.21	35.67	2.10	20280516.24017	20120815.000
1201	0.0048	1.000	142.21	74.75	17.82	20310614.75351	20120815.000
1202	0.0080	1.000	144.31	82.85	9.40	20260621.14100	20120815.000
1203	0.0049	1.000	146.48	108.12	10.09	20280501.46156	20120815.000
1204	0.0046	1.000	144.52	88.92	350.12	20240406.66784	20120815.000
1205	0.0049	1.000	144.12	63.50	15.17	20221124.79134	20120815.000
1206	0.0054	1.000	143.54	80.34	18.26	20240805.41601	20120815.000
1207	0.0075	1.000	144.27	82.18	2.29	20301115.95137	20120815.000
1208	0.0052	1.000	144.72	88.61	8.06	20240724.84135	20120815.000
1209	0.0054	1.000	143.54	56.64	10.00	20270917.07848	20120815.000
1210	0.0053	1.000	142.57	82.26	0.52	20310728.25198	20120815.000
1211	0.0051	1.000	145.89	59.34	0.80	20290928.10225	20120815.000
1212	0.0057	1.000	143.80	74.02	4.71	20290731.49793	20120815.000
1213	0.0052	1.000	144.48	86.21	7.01	20220114.70409	20120815.000
1214	0.0078	1.000	144.40	61.80	355.91	20230925.22054	20120815.000
1215	0.0070	1.000	143.51	80.31	354.49	20251218.75775	20120815.000
1216	0.0054	1.000	144.71	52.81	7.97	20261220.63347	20120815.000
1217	0.0053	1.000	145.98	74.61	0.74	20310909.95007	20120815.000
1218	0.0071	1.000	143.49	89.78	14.14	20250902.18043	20120815.000
1219	0.0050	1.000	145.79	81.37	37.98	20271101.09213	20120815.000
1220	0.0060	1.000	145.97	76.25	24.17	20270216.34810	20120815.000
1221	0.0047	1.000	141.64	85.61	1.43	20230520.51153	20120815.000
1222	0.0070	1.000	144.26	87.47	25.44	20220122.97740	20120815.000
1223	0.0047	1.000	143.36	70.80	19.19	20250328.21493	20120815.000
1224	0.0048	1.000	146.22	84.73	5.02	20231108.82806	20120815.000
1225	0.0049	1.000	145.14	73.79	354.53	20300724.31324	20120815.000
1226	0.0051	1.000	143.37	53.49	16.71	20260506.88047	20120815.000
1227	0.0052	1.000	145.93	79.68	18.42	20311111.91796	20120815.000
1228	0.0050	1.000	143.26	71.52	12.01	20280704.74130	20120815.000
1229	0.0052	1.000	143.99	69.65	324.18	20300305.19059	20120815.000
1230	0.0058	1.000	145.92	84.64	2.92	20291004.29259	20120815.000
1231	0.0051	1.000	142.39	86.97	345.82	20290627.56321	20120815.000
1232	0.0072	1.000	142.23	85.33	355.56	20310219.10896	20120815.000
1233	0.0049	1.000	140.55	80.84	359.05	20290925.42883	20120815.000
1234	0.0051	1.000	145.38	70.40	350.92	20311209.60343	20120815.000
1235	0.0070	1.000	145.20	81.55	12.78	20300819.70434	20120815.000
1236	0.0098	1.000	144.24	82.56	6.77	20270428.93324	20120815.000
1237	0.0060	1.000	145.10	89.64	7.45	20270320.16132	20120815.000
1238	0.0074	1.000	138.64	81.18	3.97	20260430.46340	20120815.000
1239	0.0051	1.000	142.77	97.63	12.57	20300829.25336	20120815.000
1240	0.0054	1.000	143.30	80.90	344.57	20270304.83228	20120815.000
1241	0.0079	1.000	147.61	83.18	12.26	20260710.93391	20120815.000
1242	0.0064	1.000	142.56	84.13	5.09	20220911.88271	20120815.000
1243	0.0054	1.000	147.89	89.69	16.83	20240127.98204	20120815.000
1244	0.0062	1.000	143.83	73.32	352.19	20240613.76330	20120815.000
1245	0.0056	1.000	142.18	82.35	2.69	20281023.12928	20120815.000
1246	0.0052	1.000	130.54	72.11	350.52	20290228.88742	20120815.000
1247	0.0053	1.000	145.34	89.09	0.45	20271207.08936	20120815.000
1248	0.0078	1.000	144.31	97.12	331.69	20230820.62756	20120815.000
1249	0.0072	1.000	147.27	80.54	1.75	20310909.56936	20120815.000
1250	0.0056	1.000	145.46	94.76	5.42	20240109.95758	20120815.000
1251	0.0046	1.000	142.58	85.04	359.85	20260628.86781	20120815.000
1252	0.0048	1.000	137.44	84.40	5.25	20280427.70561	20120815.000
1253	0.0051	1.000	145.76	96.96	8.71	20300511.14738	20120815.000
1254	0.0052	1.000	143.94	74.98	359.33	20260409.69568	20120815.000
1255	0.0064	1.000	142.37	97.25	7.67	20290419.88576	20120815.000
1256	0.0052	1.000	145.40	58.42	0.22	20311202.69561	20120815.000
1257	0.0054	1.000	145.48	75.08	5.76	20230918.08265	20120815.000
1258	0.0053	1.000	140.47	94.37	0.57	20240119.91948	20120815.000
1259	0.0053	1.000	145.58	79.08	25.30	20310107.73119	20120815.000
1260	0.0054	1.000	144.59	65.07	333.63	20250512.63231	20120815.000
1261	0.0054	1.000	146.58	84.58	4.32	20260202.40125	20120815.000
1262	0.0053	1.000	143.91	90.26	347.90	20240328.78322	20120815.000
1263	0.0067	1.000	140.81	76.18	7.82	20270103.47141	20120815.000
1264	0.0075	1.000	146.22	68.26	18.24	20231124.58135	20120815.000
1265	0.0051	1.000	145.11	50.14	9.99	20280816.96594	20120815.000
1266	0.0092	1.000	145.69	82.39	11.77	20281209.22634	20120815.000
1267	0.0084	1.000	144.57	84.14	0.48	20280310.00285	20120815.000
1268	0.0075	1.000	144.49	85.61	340.17	20270128.69712	20120815.000
1269	0.0055	1.000	141.60	78.93	6.00	20291205.25770	20120815.000
1270	0.0049	1.000	142.37	85.18	352.06	20261227.74933	20120815.000
1271	0.0052	1.000	143.83	75.80	13.48	20310329.14538	20120815.000
1272	0.0052	1.000	144.96	82.09	349.52	20310722.63574	20120815.000
1273	0.0060	1.000	144.85	87.19	343.90	20310702.23398	20120815.000
1274	0.0057	1.000	139.87	80.98	19.01	20290823.17068	20120815.000
1275	0.0051	1.000	144.82	96.74	19.72	20220912.87271	20120815.000
1276	0.0082	1.000	145.75	80.73	353.96	20230211.84763	20120815.000
1277	0.0079	1.000	142.44	88.20	340.66	20310115.29245	20120815.000
1278	0.0049	1.000	145.81	81.97	7.36	20290610.42588	20120815.000
1279	0.0074	1.000	144.88	41.05	6.92	20250423.23030	20120815.000
1280	0.0052	1.000	146.98	84.24	339.45	20220711.77051	20120815.000
1281	0.0055	1.000	144.82	87.12	3.17	20240415.37955	20120815.000
1282	0.0051	1.000	144.67	82.18	3.31	20230307.40490	20120815.000
1283	0.0050	1.000	145.18	85.14	310.53	20310623.23661	20120815.000
1284	0.0051	1.000	146.16	88.72	334.49	20240131.77839	20120815.000
1285	0.0048	1.000	145.80	81.96	2.94	20301001.32983	20120815.000
1286	0.0053	1.000	145.22	74.19	330.73	20221112.66705	20120815.000
1287	0.0084	1.000	139.04	79.60	331.35	20270323.17353	20120815.000
1288	0.0046	1.000	144.96	81.66	10.05	20270608.45139	20120815.000
1289	0.0064	1.000	144.83	85.25	2.37	20280910.46925	20120815.000
1290	0.0056	1.000	145.23	75.14	17.87	20291114.22352	20120815.000
1291	0.0073	1.000	147.49	77.06	22.82	20221126.87510	20120815.000
1292	0.0048	1.000	137.35	73.37	7.86	20231104.64243	20120815.000
1293	0.0051	1.000	145.44	71.83	334.35	20220930.98475	20120815.000
1294	0.0055	1.000	144.28	88.05	2.01	20250429.89618	20120815.000
1295	0.0052	1.000	144.74	92.95	19.28	20261219.71751	20120815.000
1296	0.0052	1.000	141.24	42.24	6.74	20300705.67089	20120815.000
1297	0.0053	1.000	145.38	88.54	13.44	20311113.55799	20120815.000
1298	0.0054	1.000	145.15	84.00	6.21	20250627.47666	20120815.000
1299	0.0059	1.000	145.85	77.69	359.56	20311006.48965	20120815.000
1300	0.0053	1.000	144.29	85.38	11.54	20280803.54912	20120815.000
1301	0.0071	1.000	144.63	81.35	8.83	20240311.29566	20120815.000
1302	0.0056	1.000	144.60	89.14	5.20	20310612.55682	20120815.000
1303	0.0063	1.000	142.80	78.40	9.11	20260224.49693	20120815.000
1304	0.0055	1.000	145.33	73.24	8.53	20270101.89045	20120815.000
1305	0.0052	1.000	138.02	80.23	20.77	20270516.70594	20120815.000
1306	0.0051	1.000	142.62	84.10	3.60	20231011.74111	20120815.000
1307	0.0055	1.000	145.82	61.20	0.97	20261007.37774	20120815.000
1308	0.0051	1.000	145.28	78.07	7.23	20290221.78822	20120815.000
1309	0.0046	1.000	146.03	68.60	5.52	20310323.27569	20120815.000
1310	0.0047	1.000	142.54	78.53	358.02	20300617.59345	20120815.000
1311	0.0080	1.000	145.75	85.64	17.67	20260915.52236	20120815.000
1312	0.0049	1.000	145.05	85.52	332.92	20290730.14324	20120815.000
1313	0.0049	1.000	134.72	89.17	3.30	20230825.87884	20120815.000
1314	0.0047	1.000	143.68	77.08	349.25	20300602.20619	20120815.000
1315	0.0047	1.000	142.23	80.98	25.59	20271208.70127	20120815.000
1316	0.0052	1.000	144.47	77.32	9.63	20230701.33625	20120815.000
1317	0.0054	1.000	144.15	74.83	344.74	20280917.08855	20120815.000
1318	0.0051	1.000	134.94	66.46	14.13	20300701.39521	20120815.000
1319	0.0045	1.000	140.07	82.00	4.13	20280407.87793	20120815.000
1320	0.0072	1.000	143.54	72.54	6.21	20310119.64388	20120815.000
1321	0.0051	1.000	144.99	81.09	7.69	20270527.89944	20120815.000
1322	0.0045	1.000	139.50	83.21	10.34	20240221.64015	20120815.000
1323	0.0071	1.000	143.70	95.25	358.82	20290109.49012	20120815.000
1324	0.0074	1.000	143.97	79.51	12.63	20281219.51964	20120815.000
1325	0.0050	1.000	142.49	83.77	7.67	20300803.07603	20120815.000
1326	0.0053	1.000	146.76	76.24	346.69	20291110.27039	20120815.000
1327	0.0047	1.000	145.38	75.29	329.98	20290718.09359	20120815.000
1328	0.0052	1.000	143.07	79.30	350.19	20220825.35892	20120815.000
1329	0.0072	1.000	145.00	74.22	353.97	20291021.39566	20120815.000
1330	0.0051	1.000	143.86	82.79	5.82	20240614.78983	20120815.000
1331	0.0052	1.000	145.79	84.83	3.22	20260208.22671	20120815.000
1332	0.0055	1.000	145.68	71.95	353.15	20270122.23157	20120815.000
1333	0.0055	1.000	145.79	79.04	3.42	20240102.02444	20120815.000
1334	0.0054	1.000	138.83	45.47	23.57	20230225.98372	20120815.000
1335	0.0050	1.000	138.11	81.21	11.17	20270719.05175	20120815.000
1336	0.0054	1.000	142.99	84.86	6.25	20250321.05343	20120815.000
1337	0.0052	1.000	140.73	94.55	7.24	20290315.85986	20120815.000
1338	0.0096	1.000	143.92	76.89	7.29	20280309.13093	20120815.000
1339	0.0050	1.000	142.21	79.32	5.96	20270214.07654	20120815.000
1340	0.0051	1.000	145.61	79.74	7.27	20290704.32405	20120815.000
1341	0.0048	1.000	143.76	81.55	19.85	20271017.35852	20120815.000
1342	0.0050	1.000	145.61	86.96	14.21	20310303.67900	20120815.000
1343	0.0055	1.000	147.97	85.47	0.51	20291104.95231	20120815.000
1344	0.0056	1.000	147.44	84.17	8.88	20251024.84273	20120815.000
1345	0.0074	1.000	143.59	84.65	14.13	20250214.99223	20120815.000
1346	0.0055	1.000	147.05	61.71	6.55	20281210.52980	20120815.000
1347	0.0078	1.000	140.67	86.09	345.27	20280906.06444	20120815.000
1348	0.0080	1.000	145.24	99.29	12.81	20301203.22547	20120815.000
1349	0.0046	1.000	141.42	84.80	355.96	20230306.89328	20120815.000
1350	0.0050	1.000	140.05	86.84	355.50	20280703.13037	20120815.000
1351	0.0077	1.000	148.91	76.91	343.16	20290321.29062	20120815.000
1352	0.0052	1.000	145.85	69.02	1.16	20230610.24598	20120815.000
1353	0.0056	1.000	138.90	75.80	3.17	20241009.95139	20120815.000
1354	0.0066	1.000	145.32	99.99	354.42	20240605.59831	20120815.000
1355	0.0056	1.000	141.07	104.48	341.79	20250914.24690	20120815.000
1356	0.0051	1.000	142.49	83.98	7.20	20311127.96481	20120815.000
1357	0.0076	1.000	147.90	83.42	354.22	20220701.85707	20120815.000
1358	0.0058	1.000	144.69	93.13	349.44	20220226.21212	20120815.000
1359	0.0052	1.000	144.60	79.26	343.08	20261218.49834	20120815.000
1360	0.0078	1.000	144.61	85.45	16.33	20251021.65834	20120815.000
1361	0.0071	1.000	144.93	74.90	351.59	20241223.47529	20120815.000
1362	0.0056	1.000	144.98	67.63	3.62	20260809.32303	20120815.000
1363	0.0084	1.000	140.78	83.38	0.74	20260807.19685	20120815.000
1364	0.0077	1.000	141.75	69.19	349.95	20260804.11839	20120815.000
1365	0.0081	1.000	144.81	99.56	10.83	20291123.12178	20120815.000
1366	0.0056	1.000	145.34	83.91	18.08	20270714.75380	20120815.000
1367	0.0079	1.000	135.28	83.30	325.99	20301219.85899	20120815.000
1368	0.0052	1.000	144.81	74.93	1.07	20230717.03252	20120815.000
1369	0.0081	1.000	144.82	76.60	339.31	20290714.06692	20120815.000
1370	0.0047	1.000	145.61	73.20	8.72	20280828.42733	20120815.000
1371	0.0062	1.000	144.22	86.76	357.74	20310831.39918	20120815.000
1372	0.0076	1.000	143.32	74.76	4.16	20300215.73260	20120815.000
1373	0.0048	1.000	140.56	92.33	0.95	20260417.44010	20120815.000
1374	0.0051	1.000	143.73	70.49	32.63	20250903.05064	20120815.000
1375	0.0056	1.000	143.03	60.80	3.17	20270316.03664	20120815.000
1376	0.0052	1.000	143.49	79.54	337.83	20290519.88648	20120815.000
1377	0.0080	1.000	145.35	86.08	2.77	20240418.06034	20120815.000
1378	0.0053	1.000	147.00	63.54	350.21	20301111.88049	20120815.000
1379	0.0054	1.000	148.64	75.72	14.16	20250120.95233	20120815.000
1380	0.0054	1.000	145.13	80.58	12.59	20241117.51669	20120815.000
1381	0.0055	1.000	131.23	87.66	343.13	20291030.49443	20120815.000
1382	0.0054	1.000	145.09	87.64	331.65	20261013.23211	20120815.000
1383	0.0061	1.000	144.85	93.92	350.36	20280915.04925	20120815.000
1384	0.0050	1.000	145.43	87.09	5.97	20270831.53451	20120815.000
1385	0.0054	1.000	146.19	89.76	337.35	20300104.89528	20120815.000
1386	0.0052	1.000	141.54	88.92	355.77	20240727.00163	20120815.000
1387	0.0057	1.000	142.37	89.86	358.21	20310419.28457	20120815.000
1388	0.0051	1.000	138.96	87.21	359.78	20281003.54370	20120815.000
1389	0.0049	1.000	142.09	89.95	4.60	20311127.20660	20120815.000
1390	0.0048	1.000	142.72	89.63	0.38	20300927.45089	20120815.000
1391	0.0051	1.000	144.84	51.14	8.59	20240424.77604	20120815.000
1392	0.0078	1.000	146.29	90.71	13.95	20230807.17141	20120815.000
1393	0.0045	1.000	143.13	99.59	7.21	20251108.33104	20120815.000
1394	0.0055	1.000	145.50	87.04	0.99	20291011.21823	20120815.000
1395	0.0073	1.000	147.83	73.05	14.00	20250815.92218	20120815.000
1396	0.0051	1.000	145.59	76.76	23.12	20250608.84447	20120815.000
1397	0.0051	1.000	144.97	81.94	4.72	20280607.04337	20120815.000
1398	0.0051	1.000	143.13	88.31	7.07	20240809.44384	20120815.000
1399	0.0053	1.000	142.48	81.72	16.71	20300622.61265	20120815.000
1400	0.0056	1.000	146.51	68.62	7.42	20220926.62559	20120815.000
1401	0.0051	1.000	137.28	101.34	355.66	20241207.62398	20120815.000
1402	0.0055	1.000	142.10	76.30	13.88	20270117.22855	20120815.000
1403	0.0051	1.000	141.61	81.07	14.11	20230906.69062	20120815.000
1404	0.0051	1.000	145.58	91.06	352.48	20240216.62962	20120815.000
1405	0.0062	1.000	144.70	86.55	18.72	20250805.47916	20120815.000
1406	0.0066	1.000	145.79	86.72	354.63	20301101.43215	20120815.000
1407	0.0075	1.000	145.90	75.82	350.71	20230405.17707	20120815.000
1408	0.0048	1.000	144.19	74.22	351.41	20280520.23617	20120815.000
1409	0.0052	1.000	144.84	88.93	7.23	20260830.87712	20120815.000
1410	0.0046	1.000	143.35	85.27	332.22	20281021.58605	20120815.000
1411	0.0051	1.000	145.76	89.07	0.59	20300119.09036	20120815.000
1412	0.0051	1.000	139.56	73.36	10.29	20251118.92816	20120815.000
1413	0.0052	1.000	143.55	92.42	8.23	20290509.84400	20120815.000
1414	0.0055	1.000	144.99	89.63	5.55	20270608.07319	20120815.000
1415	0.0047	1.000	144.21	86.61	11.50	20240519.52461	20120815.000
1416	0.0077	1.000	147.19	93.19	18.25	20280824.90150	20120815.000
1417	0.0053	1.000	144.75	84.65	325.28	20290923.84475	20120815.000
1418	0.0052	1.000	145.05	86.72	350.37	20280808.06916	20120815.000
1419	0.0046	1.000	145.91	66.90	5.65	20261123.46347	20120815.000
1420	0.0049	1.000	145.63	76.83	340.78	20240707.18693	20120815.000
1421	0.0054	1.000	147.42	85.53	17.99	20280512.49248	20120815.000
1422	0.0048	1.000	144.09	80.58	16.18	20230129.24895	20120815.000
1423	0.0054	1.000	142.28	94.00	310.93	20240620.65098	20120815.000
1424	0.0063	1.000	140.42	84.50	26.54	20250523.39167	20120815.000
1425	0.0051	1.000	147.31	89.95	4.90	20230925.44072	20120815.000
1426	0.0060	1.000	143.64	71.99	312.45	20290309.62490	20120815.000
1427	0.0049	1.000	145.41	99.55	5.86	20230829.45946	20120815.000
1428	0.0052	1.000	145.43	78.10	0.47	20220902.83535	20120815.000
1429	0.0046	1.000	143.52	80.30	10.24	20300626.57748	20120815.000
1430	0.0055	1.000	145.83	83.44	341.51	20251119.87684	20120815.000
1431	0.0049	1.000	142.46	86.78	15.59	20290211.14906	20120815.000
1432	0.0049	1.000	145.34	84.51	350.49	20240516.01624	20120815.000
1433	0.0049	1.000	143.73	82.39	351.69	20270101.05455	20120815.000
1434	0.0058	1.000	145.16	83.59	12.45	20220104.17687	20120815.000
1435	0.0053	1.000	145.61	87.80	3.01	20260226.21446	20120815.000
1436	0.0090	1.000	143.60	56.99	9.35	20271012.48178	20120815.000
1437	0.0072	1.000	137.14	87.19	359.67	20240226.20132	20120815.000
1438	0.0052	1.000	145.36	75.19	5.48	20240524.15796	20120815.000
1439	0.0078	1.000	144.62	81.62	9.34	20280501.73672	20120815.000
1440	0.0050	1.000	143.84	68.97	3.62	20290719.19043	20120815.000
1441	0.0052	1.000	145.15	92.15	351.36	20230106.52652	20120815.000
1442	0.0051	1.000	144.77	81.63	357.14	20310303.16878	20120815.000
1443	0.0059	1.000	143.82	71.47	0.48	20280820.08083	20120815.000
1444	0.0054	1.000	144.21	73.88	5.76	20280316.27450	20120815.000
1445	0.0048	1.000	139.42	58.27	1.99	20261228.34632	20120815.000
1446	0.0054	1.000	144.25	75.70	12.62	20230227.73458	20120815.000
1447	0.0052	1.000	142.37	102.40	8.10	20271212.49113	20120815.000
1448	0.0073	1.000	142.62	75.59	335.06	20240909.34703	20120815.000
1449	0.0058	1.000	145.35	85.89	13.49	20280106.26977	20120815.000
1450	0.0052	1.000	143.42	82.69	357.23	20240731.37321	20120815.000
1451	0.0046	1.000	144.83	73.83	6.70	20250628.68226	20120815.000
1452	0.0046	1.000	144.02	84.63	6.69	20270330.52786	20120815.000
1453	0.0055	1.000	144.53	58.78	8.53	20250920.25669	20120815.000
1454	0.0067	1.000	144.59	89.86	346.07	20230429.11426	20120815.000
1455	0.0050	1.000	138.20	73.38	15.27	20220210.00794	20120815.000
1456	0.0054	1.000	142.47	91.41	12.25	20220404.00002	20120815.000
1457	0.0048	1.000	144.18	86.24	5.82	20271026.05554	20120815.000
1458	0.0052	1.000	144.11	98.08	343.36	20231112.73262	20120815.000
1459	0.0051	1.000	139.14	81.10	15.77	20300208.02248	20120815.000
1460	0.0047	1.000	136.77	89.39	8.88	20310423.98742	20120815.000
1461	0.0054	1.000	147.96	80.25	7.79	20230416.85461	20120815.000
1462	0.0055	1.000	148.42	66.80	353.64	20300714.43113	20120815.000
1463	0.0046	1.000	144.07	82.73	1.62	20291004.35275	20120815.000
1464	0.0050	1.000	144.09	82.50	8.62	20220928.07637	20120815.000
1465	0.0048	1.000	145.40	83.00	11.65	20220922.89595	20120815.000
1466	0.0049	1.000	144.70	81.86	358.18	20220226.31396	20120815.000
1467	0.0061	1.000	144.79	95.23	1.23	20270118.84590	20120815.000
1468	0.0057	1.000	147.55	65.07	15.49	20290219.08225	20120815.000
1469	0.0058	1.000	144.12	80.51	2.10	20310421.32413	20120815.000
1470	0.0078	1.000	144.33	91.25	338.50	20280803.15664	20120815.000
1471	0.0051	1.000	142.65	80.97	11.67	20240116.58704	20120815.000
1472	0.0064	1.000	145.23	80.51	20.80	20270916.39678	20120815.000
1473	0.0055	1.000	145.84	85.75	354.09	20250613.76779	20120815.000
1474	0.0072	1.000	144.23	78.15	3.01	20251228.85160	20120815.000
1475	0.0063	1.000	138.72	81.47	340.82	20300428.43242	20120815.000
1476	0.0051	1.000	142.05	83.77	357.60	20300809.69074	20120815.000
1477	0.0054	1.000	147.98	76.61	14.40	20280512.68905	20120815.000
1478	0.0055	1.000	139.50	82.10	3.03	20270601.24125	20120815.000
1479	0.0061	1.000	145.88	80.41	326.94	20230111.33051	20120815.000
1480	0.0052	1.000	144.64	79.95	5.89	20260124.40375	20120815.000
1481	0.0062	1.000	146.24	108.38	35.45	20280524.62079	20120815.000
1482	0.0054	1.000	144.12	71.30	7.74	20230409.32462	20120815.000
1483	0.0079	1.000	144.94	85.04	18.75	20240819.00954	20120815.000
1484	0.0052	1.000	143.79	88.36	359.72	20270606.82823	20120815.000
1485	0.0054	1.000	140.34	89.46	5.46	20271020.04284	20120815.000
1486	0.0069	1.000	144.14	94.28	5.17	20280124.86693	20120815.000
1487	0.0046	1.000	147.57	97.39	17.96	20311105.76803	20120815.000
1488	0.0053	1.000	144.27	52.30	5.24	20260324.90508	20120815.000
1489	0.0069	1.000	143.80	72.75	339.04	20230611.70372	20120815.000
1490	0.0084	1.000	148.05	92.15	5.36	20240325.56338	20120815.000
1491	0.0058	1.000	143.33	62.29	27.36	20281030.98126	20120815.000
1492	0.0048	1.000	144.61	94.47	3.51	20221116.74844	20120815.000
1493	0.0048	1.000	145.18	42.94	356.69	20310425.56221	20120815.000
1494	0.0050	1.000	143.92	70.53	4.16	20251006.51554	20120815.000
1495	0.0056	1.000	144.12	79.00	358.29	20310410.72036	20120815.000
1496	0.0070	1.000	145.10	88.25	8.11	20260516.22516	20120815.000
1497	0.0050	1.000	138.67	72.85	353.69	20290427.22295	20120815.000
1498	0.0055	1.000	134.66	88.33	8.34	20260715.00836	20120815.000
1499	0.0053	1.000	142.10	82.72	351.49	20300728.70456	20120815.000
1500	0.0052	1.000	145.61	62.90	14.55	20240515.73904	20120815.000
1501	0.0047	1.000	145.81	56.00	7.34	20280801.54962	20120815.000
1502	0.0051	1.000	144.69	51.28	358.81	20240412.91282	20120815.000
1503	0.0067	1.000	146.99	49.85	18.45	20250505.37535	20120815.000
1504	0.0052	1.000	141.15	87.24	25.42	20310211.23267	20120815.000
1505	0.0059	1.000	144.86	80.46	7.95	20290124.21975	20120815.000
1506	0.0065	1.000	143.74	86.87	322.68	20280626.94903	20120815.000
1507	0.0049	1.000	140.84	87.74	7.66	20281215.09169	20120815.000
1508	0.0050	1.000	143.05	79.86	332.77	20301226.88177	20120815.000
1509	0.0045	1.000	145.12	73.41	7.72	20260811.00425	20120815.000
1510	0.0053	1.000	142.49	82.25	4.94	20310430.08917	20120815.000
1511	0.0095	1.000	141.51	72.34	352.29	20301201.01848	20120815.000
1512	0.0052	1.000	143.24	94.01	0.67	20250907.74307	20120815.000
1513	0.0053	1.000	144.89	70.58	12.48	20220926.31424	20120815.000
1514	0.0056	1.000	145.23	82.84	6.52	20260920.35513	20120815.000
1515	0.0052	1.000	136.19	80.64	334.54	20270718.87993	20120815.000
1516	0.0052	1.000	144.43	83.10	28.01	20270720.74191	20120815.000
1517	0.0050	1.000	142.69	89.82	351.80	20260819.11627	20120815.000
1518	0.0054	1.000	144.99	41.31	350.05	20250131.30926	20120815.000
1519	0.0056	1.000	145.92	65.95	355.80	20250609.11044	20120815.000
1520	0.0066	1.000	144.21	85.72	3.11	20271127.77741	20120815.000
1521	0.0050	1.000	144.38	87.91	353.97	20280625.11775	20120815.000
1522	0.0051	1.000	144.82	38.26	4.71	20251019.77365	20120815.000
1523	0.0051	1.000	145.41	80.30	3.13	20230615.98839	20120815.000
1524	0.0050	1.000	144.75	60.77	29.01	20280601.84839	20120815.000
1525	0.0072	1.000	144.68	81.86	3.70	20301121.61454	20120815.000
1526	0.0087	1.000	142.88	88.30	2.80	20260707.96064	20120815.000
1527	0.0054	1.000	142.89	87.00	6.50	20250121.33285	20120815.000
1528	0.0052	1.000	145.66	89.27	345.71	20240208.59488	20120815.000
1529	0.0049	1.000	144.20	55.66	352.96	20280602.15769	20120815.000
1530	0.0052	1.000	144.79	72.25	7.37	20270720.20541	20120815.000
1531	0.0052	1.000	142.04	97.77	2.78	20290601.47628	20120815.000
1532	0.0051	1.000	140.54	56.39	355.55	20261022.42641	20120815.000
1533	0.0051	1.000	136.25	85.16	352.21	20260215.57446	20120815.000
